_id,email,name,active,role
68ca156d3cf72d2806fa3b0f,2001@su.edu,Isla DelosReyes,True,student
68ca156d3cf72d2806fa3b10,2004@su.edu,Liam Panganiban,True,student
68ca156e3cf72d2806fa3b11,2002@su.edu,Evelyn Santos,True,student
68ca156e3cf72d2806fa3b12,2003@su.edu,Mia Castro,True,student
68ca156e3cf72d2806fa3b13,2007@su.edu,Evelyn Santos,True,student
68ca156f3cf72d2806fa3b14,2005@su.edu,Ava Santos,True,student
68ca156f3cf72d2806fa3b15,2006@su.edu,Jamie Navarro,True,student
68ca156f3cf72d2806fa3b16,2008@su.edu,Sofia Morales,True,student
68ca15703cf72d2806fa3b17,2011@su.edu,Reese Rivera,True,student
68ca15703cf72d2806fa3b18,2009@su.edu,Noah Flores,True,student
68ca15703cf72d2806fa3b19,2010@su.edu,Santiago Navarro,True,student
68ca15713cf72d2806fa3b1a,2012@su.edu,Sofia Santos,True,student
68ca15713cf72d2806fa3b1b,2015@su.edu,Ethan Flores,True,student
68ca15723cf72d2806fa3b1c,2013@su.edu,Zoey Garcia,True,student
68ca15723cf72d2806fa3b1d,2014@su.edu,Riley Panganiban,True,student
68ca15723cf72d2806fa3b1e,2016@su.edu,Ethan Santiago,True,student
68ca15733cf72d2806fa3b1f,2017@su.edu,Chloe Castro,True,student
68ca15733cf72d2806fa3b20,2019@su.edu,Riley Santiago,True,student
68ca15733cf72d2806fa3b21,2020@su.edu,Amelia Santiago,True,student
68ca15743cf72d2806fa3b22,2022@su.edu,Mateo Ramos,True,student
68ca15743cf72d2806fa3b23,2023@su.edu,Morgan Ramos,True,student
68ca15743cf72d2806fa3b24,2024@su.edu,Riley Yap,True,student
68ca15753cf72d2806fa3b25,2018@su.edu,Reese Bautista,True,student
68ca15753cf72d2806fa3b26,2021@su.edu,Jamie Santiago,True,student
68ca15753cf72d2806fa3b27,2025@su.edu,Zoey Ramos,True,student
68ca15763cf72d2806fa3b28,2026@su.edu,Liam Guerrero,True,student
68ca15763cf72d2806fa3b29,2027@su.edu,Elijah Ramos,True,student
68ca15773cf72d2806fa3b2a,2028@su.edu,Ethan Flores,True,student
68ca15773cf72d2806fa3b2b,2029@su.edu,Mateo DelosReyes,True,student
68ca15773cf72d2806fa3b2c,2032@su.edu,Lucas Reyes,True,student
68ca15783cf72d2806fa3b2d,2033@su.edu,Santiago Guerrero,True,student
68ca15783cf72d2806fa3b2e,2030@su.edu,Mia Yap,True,student
68ca15783cf72d2806fa3b2f,2034@su.edu,Ethan Torres,True,student
68ca15793cf72d2806fa3b30,2035@su.edu,Isla Guerrero,True,student
68ca15793cf72d2806fa3b31,2031@su.edu,Jamie Navarro,True,student
68ca15793cf72d2806fa3b32,2036@su.edu,Sofia Castro,True,student
68ca157a3cf72d2806fa3b33,2037@su.edu,Riley Morales,True,student
68ca157a3cf72d2806fa3b34,2038@su.edu,Riley Ramos,True,student
68ca157a3cf72d2806fa3b35,2039@su.edu,Riley Rivera,True,student
68ca157b3cf72d2806fa3b36,2040@su.edu,Riley Reyes,True,student
68ca157b3cf72d2806fa3b37,2041@su.edu,Sofia Torres,True,student
68ca157c3cf72d2806fa3b38,2046@su.edu,Riley Morales,True,student
68ca157c3cf72d2806fa3b39,2043@su.edu,Santiago Garcia,True,student
68ca157c3cf72d2806fa3b3a,2045@su.edu,Mateo Torres,True,student
68ca157d3cf72d2806fa3b3b,2054@su.edu,Sofia Mendoza,True,student
68ca157d3cf72d2806fa3b3c,2055@su.edu,Mateo Morales,True,student
68ca157d3cf72d2806fa3b3d,2056@su.edu,Noah Yap,True,student
68ca157e3cf72d2806fa3b3e,2058@su.edu,Zoey Morales,True,student
68ca157e3cf72d2806fa3b3f,2051@su.edu,Santiago Garcia,True,student
68ca157e3cf72d2806fa3b40,2059@su.edu,Santiago Bautista,True,student
68ca157f3cf72d2806fa3b41,2060@su.edu,Riley Ramos,True,student
68ca157f3cf72d2806fa3b42,2061@su.edu,Elijah Cruz,True,student
68ca157f3cf72d2806fa3b43,2062@su.edu,Ava Yap,True,student
68ca15803cf72d2806fa3b44,2063@su.edu,Ethan Yap,True,student
68ca15803cf72d2806fa3b45,2065@su.edu,Isla Mendoza,True,student
68ca15813cf72d2806fa3b46,2064@su.edu,Mia Cruz,True,student
68ca15813cf72d2806fa3b47,2066@su.edu,Mateo Torres,True,student
68ca15813cf72d2806fa3b48,2067@su.edu,Zoey Ramos,True,student
68ca15823cf72d2806fa3b49,2068@su.edu,Ethan Castro,True,student
68ca15823cf72d2806fa3b4a,2069@su.edu,Lucas Bautista,True,student
68ca15823cf72d2806fa3b4b,2048@su.edu,Santiago Reyes,True,student
68ca15833cf72d2806fa3b4c,2044@su.edu,Layla Santiago,True,student
68ca15833cf72d2806fa3b4d,2070@su.edu,Amelia Navarro,True,student
68ca15833cf72d2806fa3b4e,2042@su.edu,Riley Garcia,True,student
68ca15843cf72d2806fa3b4f,2050@su.edu,Sofia Santos,True,student
68ca15843cf72d2806fa3b50,2047@su.edu,Riley Bautista,True,student
68ca15843cf72d2806fa3b51,2057@su.edu,Lucas Navarro,True,student
68ca15853cf72d2806fa3b52,2071@su.edu,Elijah Cruz,True,student
68ca15853cf72d2806fa3b53,2073@su.edu,Mia Navarro,True,student
68ca15853cf72d2806fa3b54,2072@su.edu,Zoey DelosReyes,True,student
68ca15863cf72d2806fa3b55,2074@su.edu,Noah Ramos,True,student
68ca15863cf72d2806fa3b56,2075@su.edu,Evelyn Lopez,True,student
68ca15873cf72d2806fa3b57,2076@su.edu,Noah DelosReyes,True,student
68ca15873cf72d2806fa3b58,2077@su.edu,Mateo Morales,True,student
68ca15873cf72d2806fa3b59,2053@su.edu,Mia Rivera,True,student
68ca15883cf72d2806fa3b5a,2078@su.edu,Jamie Reyes,True,student
68ca15883cf72d2806fa3b5b,2052@su.edu,Amelia Ramos,True,student
68ca15883cf72d2806fa3b5c,2080@su.edu,Mia Morales,True,student
68ca15893cf72d2806fa3b5d,2081@su.edu,Elijah Santos,True,student
68ca15893cf72d2806fa3b5e,2049@su.edu,Morgan Torres,True,student
68ca15893cf72d2806fa3b5f,2082@su.edu,Ethan Mendoza,True,student
68ca158a3cf72d2806fa3b60,2083@su.edu,Jamie Morales,True,student
